web-scraper-order,web-scraper-start-url,link,link-href,Light,Soil,Water,Temperature and Humidity,Fertilizer,How to Grow
"1667986145-17762","https://www.thespruce.com/plants-a-to-z-5116344","Spineless Yucca Yucca elephantipes","https://www.thespruce.com/spineless-yucca-plant-profile-5158420","","The spineless yucca does best in full sunshine. If grown indoors, the more sunlight you can provide, the better this plant will fare. They can tolerate some shade, but too much shade might cause foliage to turn brown or stretch and take on a leggy appearance.","","","",""
"1667986145-17763","https://www.thespruce.com/plants-a-to-z-5116344","Spineless Yucca Yucca elephantipes","https://www.thespruce.com/spineless-yucca-plant-profile-5158420","","","This hardy plant is native to desert areas, which means it thrives in loose, infertile, sandy soil. If you plant spineless yucca in a container, be sure the soil mimics natural conditions by using a well-draining mix. Cactus or succulent mix might seem ideal, but although these mixes drain well, they might be too fertile and might not drain well enough for your spineless yucca.","","",""
"1667986150-17764","https://www.thespruce.com/plants-a-to-z-5116344","Spike Speedwell Veronica spicata","https://www.thespruce.com/veronica-plant-profile-2132565","If you have poor or clay soil, amend it with compost before you plant. The compost will also provide nutrients to give your young plant a good start in your garden.","","","","",""
"1667986150-17765","https://www.thespruce.com/plants-a-to-z-5116344","Spike Speedwell Veronica spicata","https://www.thespruce.com/veronica-plant-profile-2132565","","If you have poor or clay soil, amend it with compost before you plant. The compost will also provide nutrients to give your young plant a good start in your garden.","","","",""
"1667986155-17766","https://www.thespruce.com/plants-a-to-z-5116344","Spider Mum Chrysanthemum morifolium","https://www.thespruce.com/how-to-grow-spider-mums-5077106","","","","Even in the winter, it's a good idea to keep the soil damp as this will improve the chances of a successful hibernation period if you are growing mums as perennials.","",""
"1667986155-17767","https://www.thespruce.com/plants-a-to-z-5116344","Spider Mum Chrysanthemum morifolium","https://www.thespruce.com/how-to-grow-spider-mums-5077106","","","","","With their delicate tubular petals, spider mums are a bit more cold-senstive than the general class of garden mums. Spider mums are considered reliably hardy in USDA cold hardiness zones 6 to 9, borderline hardy in zone 5, and will need to be grown as annuals (usually in pots) in colder regions.",""
"1667986160-17768","https://www.thespruce.com/plants-a-to-z-5116344","Spider Flower Cleome","https://www.thespruce.com/cleome-flower-spider-1315709","Once established, cleomes are drought-tolerant, making them a welcome addition to the xeriscape garden. Add a three-inch layer of organic mulch to their planting bed, and you will decrease their water needs even further.","","","","",""
"1667986160-17769","https://www.thespruce.com/plants-a-to-z-5116344","Spider Flower Cleome","https://www.thespruce.com/cleome-flower-spider-1315709","","Once established, cleomes are drought-tolerant, making them a welcome addition to the xeriscape garden. Add a three-inch layer of organic mulch to their planting bed, and you will decrease their water needs even further.","","","",""
"1667986160-17770","https://www.thespruce.com/plants-a-to-z-5116344","Spider Flower Cleome","https://www.thespruce.com/cleome-flower-spider-1315709","","","For successful germination, cleome seeds need higher-than-normal temperatures. Fluctuating day/night temperatures are essential for optimum germination. During the day, temperatures should range from 80 to 85 degrees Fahrenheit; nightly temperatures should stay between 68 and 70 degrees Fahrenheit. The humidity should be from 90 to 100 percent. As the plant grows, the temperatures can be lower, from 75 to 80 degrees Fahrenheit during the day and 60 to 65 degrees Fahrenheit at night. Cleomes are not frost-tolerant.","","",""
"1667986160-17771","https://www.thespruce.com/plants-a-to-z-5116344","Spider Flower Cleome","https://www.thespruce.com/cleome-flower-spider-1315709","","","","If using good, well-drained soil and mulch, no fertilizer is necessary.","",""
"1667986160-17772","https://www.thespruce.com/plants-a-to-z-5116344","Spider Flower Cleome","https://www.thespruce.com/cleome-flower-spider-1315709","","","","","From the 180 varieties of cleomes, here are a few that are popular among gardeners for their color and growth habit:",""
"1667986163-17773","https://www.thespruce.com/plants-a-to-z-5116344","Spicebush Lindera benzoin","https://www.thespruce.com/how-to-grow-spicebush-5069607","Spicebush grows best in full sun to partial shade conditions. While it can technically survive in full shade as well, the growth habit will become more open and ‘leggy’ which may be considered as less aesthetically pleasing by some.","","","","",""
"1667986163-17774","https://www.thespruce.com/plants-a-to-z-5116344","Spicebush Lindera benzoin","https://www.thespruce.com/how-to-grow-spicebush-5069607","","Spicebush grows best in full sun to partial shade conditions. While it can technically survive in full shade as well, the growth habit will become more open and ‘leggy’ which may be considered as less aesthetically pleasing by some.","","","",""
"1667986163-17775","https://www.thespruce.com/plants-a-to-z-5116344","Spicebush Lindera benzoin","https://www.thespruce.com/how-to-grow-spicebush-5069607","","","As a 'facultative wetland plant' (which means that it mostly occurs in wetlands) spicebush thrives in moist-well draining soils. It tolerates both alkaline and acidic soils well.","","",""
"1667986163-17776","https://www.thespruce.com/plants-a-to-z-5116344","Spicebush Lindera benzoin","https://www.thespruce.com/how-to-grow-spicebush-5069607","","","","During the first growing season, spicebush should be watered regularly to help it establish a strong root system. Once established, spicebush usually does not require extra watering outside of the regular rainfall in its growing zones. It is widely considered to be an adaptable shrub and can tolerate a wide range of moisture conditions including short periods of dry soil or very wet soil.","",""
"1667986163-17777","https://www.thespruce.com/plants-a-to-z-5116344","Spicebush Lindera benzoin","https://www.thespruce.com/how-to-grow-spicebush-5069607","","","","","Spicebush is native to the Americas and is hardy in USDA zones 4-9. It is accustomed to cold winters, warm springs, and mild to hot summers - although thanks to its adaptable nature it can tolerate a wide range of conditions. It grows rapidly in wet conditions and tolerates humid conditions more readily than overly dry conditions.",""
"1667986165-17778","https://www.thespruce.com/plants-a-to-z-5116344","Spearmint Mentha Spicata","https://www.thespruce.com/how-to-grow-spearmint-5086858","Mint spreads by rhizomes and stolon. This growth makes the plant an excellent candidate for a container garden, but if you choose to plant in a bed or in the ground it should be spaced carefully allowing for spreading. Three feet apart is a good rule for spearmint which will allow time for your plant to mature to a sufficient height to harvest.","","","","",""
"1667986165-17779","https://www.thespruce.com/plants-a-to-z-5116344","Spearmint Mentha Spicata","https://www.thespruce.com/how-to-grow-spearmint-5086858","","Mint spreads by rhizomes and stolon. This growth makes the plant an excellent candidate for a container garden, but if you choose to plant in a bed or in the ground it should be spaced carefully allowing for spreading. Three feet apart is a good rule for spearmint which will allow time for your plant to mature to a sufficient height to harvest.","","","",""
"1667986168-17780","https://www.thespruce.com/plants-a-to-z-5116344","Spanish Lavender Lavendula stoechas","https://www.thespruce.com/spanish-lavender-growing-guide-5202208","","","","","","Spanish lavender seeds have the best outcome when started indoors. Sow the seeds into well-draining soil in small pots and cover them lightly. Keep the seeds in a cool place. Regularly check the soil, making sure to keep it moist. Germination should occur in about 2 weeks. Keep the seedlings in a sunny location. When seedlings are big enough to handle, transfer them to their own pots or plant in the garden in the spring."
"1667986173-17781","https://www.thespruce.com/plants-a-to-z-5116344","Southern Magnolia Magnolia Grandiflora","https://www.thespruce.com/magnolia-grandiflora-growing-guide-5200996","Southern magnolias do best in moist, well-drained, loamy, acidic, and fertile soils. However, they can tolerate a wide range of conditions and pH levels. Overly dry or prolonged waterlogged conditions and high alkalinity aren't appreciated.","","","","",""
